source_file,clause_id,clause_text,week2_category,regex_label,ground_truth
Law_Insider_morgan-stanley_investor-agreement-by-and-between-morgan-stanley-and-investor-dated-as-of-october-13-2008_Filed_17-10-2008_Contract.pdf,82,or (viii) publicly disclose any plan or proposal with respect to the foregoing.,General Provisions,Confidentiality,Representations and Warranties
Law_Insider_morgan-stanley_investor-agreement-by-and-between-morgan-stanley-and-investor-dated-as-of-october-13-2008_Filed_17-10-2008_Contract.pdf,83,The provisions of this Section 3.3 shall not apply at any time that the Company is not in compliance with its obligations under Section 3.1.,Parties,General Provisions,Severability
Law_Insider_morgan-stanley_investor-agreement-by-and-between-morgan-stanley-and-investor-dated-as-of-october-13-2008_Filed_17-10-2008_Contract.pdf,85,"“Standstill Period” shall mean the period from the date hereof until the earlier of (i) the ﬁfth anniversary of the Closing Date, and (ii) the occurrence of an Investor Rights Termination Event.",Term and Termination,Term and Termination,Assignment
Law_Insider_morgan-stanley_investor-agreement-by-and-between-morgan-stanley-and-investor-dated-as-of-october-13-2008_Filed_17-10-2008_Contract.pdf,86,"In addition the Standstill Period shall be suspended, and the restrictions of Section 3.3 shall not apply, upon the failure of any Investor Nominee to be elected to the Board within 60 calendar days following any annual or special meeting of shareholders of the Company at which an Investor Nominee stood for election but was nevertheless not elected, provided that the Standstill Period shall resume and the restrictions of Section 3.3 shall apply, from and after the date that such Investor Nominee (or an alternate designated by the Investor) is elected or appointed to the Board.",Parties,Term and Termination,Severability
Law_Insider_morgan-stanley_investor-agreement-by-and-between-morgan-stanley-and-investor-dated-as-of-october-13-2008_Filed_17-10-2008_Contract.pdf,87,ARTICLE IV TRANSFER RESTRICTIONS Section 4.1 Transfer Restrictions.,Assignment,Assignment,Assignment
Law_Insider_morgan-stanley_investor-agreement-by-and-between-morgan-stanley-and-investor-dated-as-of-october-13-2008_Filed_17-10-2008_Contract.pdf,88,"(a) The Investor shall not oﬀer, sell, pledge or otherwise transfer (“Transfer”) any of the Securities or Hedge its direct or indirect exposure to the Common Stock (including the Common Stock issuable upon conversion of the Series B Preferred Stock) prior to the ﬁrst anniversary of the Closing Date",Assignment,Assignment,Assignment
Law_Insider_morgan-stanley_investor-agreement-by-and-between-morgan-stanley-and-investor-dated-as-of-october-13-2008_Filed_17-10-2008_Contract.pdf,89,"provided that, notwithstanding the foregoing, following (i) a notice of a Make-Whole Acquisition pursuant to Section 10(c)(iii) of the Certiﬁcate of Designations for the Series B Preferred Stock or (ii) a notice of a Fundamental Change pursuant to Section 10(g)(iii) of the Certiﬁcate of Designations for the Series B Preferred Stock, the Investor may Transfer any of the Series B Preferred Stock.",Notices,Notices,Amendments
Law_Insider_morgan-stanley_investor-agreement-by-and-between-morgan-stanley-and-investor-dated-as-of-october-13-2008_Filed_17-10-2008_Contract.pdf,90,"On or after the ﬁrst anniversary of the Closing Date until the third anniversary of the Closing Date, the Investor shall not, within any period of three months, oﬀer, sell, pledge or otherwise transfer Securities or Hedge its direct or indirect exposure to Common Stock (including the Common Stock issuable upon conversion of the Series B Preferred Stock), in one transaction or a series of transactions involving Securities, having an aggregate value exceeding $2.5 billion, in each case, other than (i) to a Controlled Aﬃliate that agrees to be bound by the provisions of this Agreement as if it were the Investor hereunder, (ii) as may be required by order or decree of any Governmental Entity having jurisdiction over the Investor or in the reasonable discretion of the Investor to comply with any applicable statute, rule or regulation, or (iii) following a notice of a Make-Whole Acquisition pursuant to Section 10(c)(iii) of the Certiﬁcate of Designations for the Series B Preferred Stock or a notice of a Fundamental Change pursuant to Section 10(g)(iii) of the Certiﬁcate of Designations for the Series B Preferred Stock.",Parties,Notices,Representations and Warranties
Law_Insider_morgan-stanley_investor-agreement-by-and-between-morgan-stanley-and-investor-dated-as-of-october-13-2008_Filed_17-10-2008_Contract.pdf,91,"In the event that prior to the third anniversary of the Closing Date, any Person who was a transferee pursuant to clause (i) of the preceding sentence ceases to be a Controlled Aﬃliate of Investor, then any prior Transfer to such Person pursuant to clause (i) shall become null and void and ownership and title to any such securities so Transferred shall revert to Investor.",Severability,Assignment,Assignment
Law_Insider_morgan-stanley_investor-agreement-by-and-between-morgan-stanley-and-investor-dated-as-of-october-13-2008_Filed_17-10-2008_Contract.pdf,92,The Investor shall immediately notify the Company if it engages in any of the transactions referred to in this Section 4.1.,Parties,Notices,Notices
Law_Insider_morgan-stanley_investor-agreement-by-and-between-morgan-stanley-and-investor-dated-as-of-october-13-2008_Filed_17-10-2008_Contract.pdf,93,"(b) At any time during which Investor is permitted to Transfer any Securities Investor shall not, without prior approval of the Board, knowingly Transfer such Securities to any one Person (or group of related Persons) if such Transfer would result in such Person (or group of related Persons) Beneﬁcially Owning in excess of 5% the then-outstanding shares of Common Stock.",Assignment,Assignment,Assignment
Law_Insider_morgan-stanley_investor-agreement-by-and-between-morgan-stanley-and-investor-dated-as-of-october-13-2008_Filed_17-10-2008_Contract.pdf,94,"The foregoing shall not apply to Transfers (i) consisting only of block trades executed at prevailing market prices obtainable at the time of such transfer through brokers in transactions on the NYSE, provided that the transferor does not know or have reason to believe that such Transfer would result in such Person (or group of related Persons) Beneﬁcially Owning -8- in excess of 5% of the then-outstanding shares of Common Stock, or (ii) eﬀected through widely distributed public oﬀerings.",Payment,Assignment,Representations and Warranties
Law_Insider_morgan-stanley_investor-agreement-by-and-between-morgan-stanley-and-investor-dated-as-of-october-13-2008_Filed_17-10-2008_Contract.pdf,95,"(c) The Investor’s rights under this Agreement will not be transferable to any transferee of any shares of Common Stock or Preferred Stock, other than a transferee that is and remains a wholly owned Subsidiary of the Investor (and has entered into an agreement with the Company as set forth in Section 4.1(a)).",Parties,Assignment,Assignment
Law_Insider_morgan-stanley_investor-agreement-by-and-between-morgan-stanley-and-investor-dated-as-of-october-13-2008_Filed_17-10-2008_Contract.pdf,96,(d) Any certiﬁcates for Securities issued pursuant to the Purchase Agreement or issued upon conversion of Securities or issued in respect of any transfer of Securities shall bear a legend or legends (and appropriate comparable notations or other arrangements will be made with respect to any uncertiﬁcated shares) referencing restrictions on transfer of such shares under the Securities Act and under this Agreement,Parties,Assignment,Representations and Warranties
Law_Insider_morgan-stanley_investor-agreement-by-and-between-morgan-stanley-and-investor-dated-as-of-october-13-2008_Filed_17-10-2008_Contract.pdf,97,"provided, that the holder of any certiﬁcate(s) bearing any such legend (or any uncertiﬁcated shares subject to such notations or arrangements) shall be entitled to receive from the Company new certiﬁcates for a like number of Securities not bearing such legend (or the elimination or termination of such notations or arrangements) upon the request of such holder and upon (x) such time as such restriction is no longer applicable, and (y) delivery of an opinion of counsel to such holder, which opinion is reasonably satisfactory in form and substance to the Company and its counsel, that the restriction referenced in such legend (or such notations or arrangements) is no longer required in order to ensure compliance with the Securities Act.",Term and Termination,Term and Termination,Representations and Warranties
Law_Insider_morgan-stanley_investor-agreement-by-and-between-morgan-stanley-and-investor-dated-as-of-october-13-2008_Filed_17-10-2008_Contract.pdf,98,"(e) Nothing in this Section 4.1 (other than Section 4.1(b)) shall restrict Investor from Transferring, and the Investor is hereby permitted to Transfer, any Securities in order to reduce the number of Securities owned by it below 24% of “a class of voting stock” of the Company, as calculated for purposes of the Bank Holding Company Act of 1956, as amended (the “BHCA”).",Parties,Assignment,Assignment
Law_Insider_morgan-stanley_investor-agreement-by-and-between-morgan-stanley-and-investor-dated-as-of-october-13-2008_Filed_17-10-2008_Contract.pdf,99,"If at any time the Company reduces the number of shares of its Common Stock outstanding, it shall use reasonable best eﬀorts to notify the Investor promptly if the Investor would own a number of Securities exceeding 24% of “a class of voting stock” of the Company, as calculated for purposes of the BHCA.",Parties,Notices,Notices
Law_Insider_morgan-stanley_investor-agreement-by-and-between-morgan-stanley-and-investor-dated-as-of-october-13-2008_Filed_17-10-2008_Contract.pdf,100,"For purposes of such calculation, the Company shall be permitted to rely on the number of shares of Common Stock reported as Beneﬁcially Owned by the Investor in its most recent Schedule 13D ﬁling with the U.S.",Parties,General Provisions,Representations and Warranties
Law_Insider_morgan-stanley_investor-agreement-by-and-between-morgan-stanley-and-investor-dated-as-of-october-13-2008_Filed_17-10-2008_Contract.pdf,102,"(f) If at any time the number of shares of Common Stock owned by the Investor and its Aﬃliates exceeds the Ownership Limit (as such term is deﬁned in the Certiﬁcate of Designations governing the Series B Preferred Stock ) as a result of any repurchase of Common Stock by the Company or any other action or transaction undertaken by the Company, then notwithstanding any contrary provision of this Section 4.1 (other than Section 4.1(b)), the Investor shall be permitted to Transfer shares of Common Stock in order to reduce the number of shares of Common Stock owned by it to a number that is less than the Ownership Limit, but 99% or more of the Ownership Limit.",Parties,Assignment,Representations and Warranties
Law_Insider_morgan-stanley_investor-agreement-by-and-between-morgan-stanley-and-investor-dated-as-of-october-13-2008_Filed_17-10-2008_Contract.pdf,103,-9- ARTICLE V PREEMPTIVE RIGHTS Section 5.1 Preemptive Rights.,Intellectual Property,General Provisions,Assignment
Law_Insider_morgan-stanley_investor-agreement-by-and-between-morgan-stanley-and-investor-dated-as-of-october-13-2008_Filed_17-10-2008_Contract.pdf,104,"(a) If the Company oﬀers to sell Covered Securities in a Qualiﬁed Oﬀering, the Investor shall be aﬀorded the opportunity to acquire from the Company, for the same price and on the same terms as such Covered Securities are oﬀered, in the aggregate up to the amount of Covered Securities required to enable it to maintain its then-current Investor Percentage Interest, but only to the extent that its Economic Interest Percentage does not as a consequence exceed 20%.",Parties,General Provisions,Representations and Warranties
Law_Insider_morgan-stanley_investor-agreement-by-and-between-morgan-stanley-and-investor-dated-as-of-october-13-2008_Filed_17-10-2008_Contract.pdf,105,"This Section 5.1 shall not apply to any Qualiﬁed Oﬀering the gross proceeds of which, together with the aggregate gross proceeds of any other Qualiﬁed Oﬀering of Covered Securities after the date hereof, do not exceed $500,000,000.",General Provisions,Limitation of Liability,Severability
Law_Insider_morgan-stanley_investor-agreement-by-and-between-morgan-stanley-and-investor-dated-as-of-october-13-2008_Filed_17-10-2008_Contract.pdf,107,"(a) In the event the Company intends to make a Qualiﬁed Oﬀering of Covered Securities that is an underwritten public oﬀering or a private oﬀering made to Qualiﬁed Institutional Buyers (as such term is deﬁned in Rule 144A under the Securities Act) for resale pursuant to Rule 144A under the Securities Act, the Company shall give the Investor written notice of its intention (including, in the case of a registered public oﬀering and to the extent possible, a copy of the prospectus included in the registration statement ﬁled in respect of such oﬀering), describing, to the extent then known, the anticipated amount of securities, price and other material terms upon which the Company proposes to oﬀer the same.",Parties,Notices,Representations and Warranties
Law_Insider_morgan-stanley_investor-agreement-by-and-between-morgan-stanley-and-investor-dated-as-of-october-13-2008_Filed_17-10-2008_Contract.pdf,108,"The Investor shall have 24 hours (which shall not include any hours during any day that is not a Business Day) from the date and time of receipt of any such notice to notify the Company in writing that it intends to exercise such preemptive purchase rights and as to the amount of Covered Securities the Investor desires to purchase, up to the maximum amount calculated pursuant to Section 5.1 (the “Designated Securities”).",Notices,Notices,Notices
Law_Insider_morgan-stanley_investor-agreement-by-and-between-morgan-stanley-and-investor-dated-as-of-october-13-2008_Filed_17-10-2008_Contract.pdf,109,Such notice shall constitute a non-binding indication of interest of Investor to purchase the Designated Securities so speciﬁed at the range of prices and other terms set forth in the Company’s notice to it.,Parties,Notices,Representations and Warranties
Law_Insider_morgan-stanley_investor-agreement-by-and-between-morgan-stanley-and-investor-dated-as-of-october-13-2008_Filed_17-10-2008_Contract.pdf,110,The failure to respond during such 24- hour period shall constitute a waiver of preemptive rights in respect of such oﬀering.,Term and Termination,General Provisions,Severability
Law_Insider_morgan-stanley_investor-agreement-by-and-between-morgan-stanley-and-investor-dated-as-of-october-13-2008_Filed_17-10-2008_Contract.pdf,111,"To the extent the Company shall give the Investor notice of any such oﬀer prior to the public announcement thereof, the Investor shall agree to conﬁdentiality and restriction on trading terms reasonably acceptable to the Company.",Parties,Notices,Notices
Law_Insider_morgan-stanley_investor-agreement-by-and-between-morgan-stanley-and-investor-dated-as-of-october-13-2008_Filed_17-10-2008_Contract.pdf,112,The failure of the Investor to agree to such terms within 24 hours (which shall not include any hours during any day that is not a Business Day) after the date and time of receipt of the Company’s notice as described in this clause shall constitute a waiver of the Investor’s preemptive rights in respect of such oﬀering.,Parties,Notices,Assignment
Law_Insider_morgan-stanley_investor-agreement-by-and-between-morgan-stanley-and-investor-dated-as-of-october-13-2008_Filed_17-10-2008_Contract.pdf,113,"(b) If the Company proposes to make a Qualiﬁed Oﬀering of Covered Securities that is not an underwritten public oﬀering or Rule 144A oﬀering (a “Private Placement”), the Company shall give the Investor written notice of its intention, describing, to the extent then known, the anticipated amount of securities, price and other material terms upon which the Company proposes to oﬀer the same.",Parties,Notices,Notices
Law_Insider_morgan-stanley_investor-agreement-by-and-between-morgan-stanley-and-investor-dated-as-of-october-13-2008_Filed_17-10-2008_Contract.pdf,114,"The Investor shall have 48 hours (which shall not include any hours during any day that is not a Business Day) from the date and time of receipt of the notice required by the immediately preceding sentence to notify the Company in writing that it intends to exercise such preemptive purchase rights and as to the amount of Designated Securities the Investor desires to purchase, up to the maximum amount calculated pursuant to Section 5.1.",Notices,Notices,Notices
Law_Insider_morgan-stanley_investor-agreement-by-and-between-morgan-stanley-and-investor-dated-as-of-october-13-2008_Filed_17-10-2008_Contract.pdf,115,Such notice shall constitute a non-binding indication of interest of Investor to purchase the amount of Designated Securities so speciﬁed (or a proportionately lesser amount if the amount of Covered Securities to be oﬀered in such Private Placement is -10- subsequently reduced) upon the price and other terms set forth in the Company’s notice to it.,Parties,Notices,Notices
Law_Insider_morgan-stanley_investor-agreement-by-and-between-morgan-stanley-and-investor-dated-as-of-october-13-2008_Filed_17-10-2008_Contract.pdf,116,The failure of the Investor to respond during the 48-hour period (which shall not include any hours during any day that is not a Business Day) referred to in the second preceding sentence shall constitute a waiver of the preemptive rights in respect of such oﬀering.,Term and Termination,General Provisions,Severability
Law_Insider_morgan-stanley_investor-agreement-by-and-between-morgan-stanley-and-investor-dated-as-of-october-13-2008_Filed_17-10-2008_Contract.pdf,117,"To the extent the Company shall give the Investor notice of any such oﬀer prior to the public announcement thereof, the Investor shall agree to conﬁdentiality and restriction on trading terms reasonably acceptable to the Company.",Parties,Notices,Notices
Law_Insider_morgan-stanley_investor-agreement-by-and-between-morgan-stanley-and-investor-dated-as-of-october-13-2008_Filed_17-10-2008_Contract.pdf,118,The failure of the Investor to agree to such terms within 48 hours (which shall not include any hours during any day that is not a Business Day) after the date and time of receipt of the Company’s notice as described in this clause shall constitute a waiver of the Investor’s preemptive rights in respect of such oﬀering.,Parties,Notices,Assignment
Law_Insider_morgan-stanley_investor-agreement-by-and-between-morgan-stanley-and-investor-dated-as-of-october-13-2008_Filed_17-10-2008_Contract.pdf,120,"(a) If the Investor exercises its preemptive purchase rights provided in Section 5.2(a), the Company shall oﬀer the Investor, if such underwritten public oﬀering or Rule 144A oﬀering is consummated, the Designated Securities (as adjusted to reﬂect the actual size of such oﬀering when priced) at the same price as the Covered Securities are oﬀered to the investors in such oﬀering and shall provide written notice of such price to the Investor as soon as practicable prior to such consummation.",Parties,Notices,Representations and Warranties
Law_Insider_morgan-stanley_investor-agreement-by-and-between-morgan-stanley-and-investor-dated-as-of-october-13-2008_Filed_17-10-2008_Contract.pdf,121,"Contemporaneously with the execution of any underwriting agreement or purchase agreement entered into between the Company and the underwriters or initial purchasers of such underwritten public oﬀering or Rule 144A oﬀering, the Investor shall, if it continues to wish to exercise its preemptive rights with respect to such oﬀering, enter into an instrument in form and substance reasonably satisfactory to the Company acknowledging the Investor’s binding obligation to purchase the Designated Securities to be acquired by it and containing representations, warranties and agreements of the Investor that are customary in private placement transactions and, in any event, no less favorable to the Investor than any underwriting or purchase agreement entered into by the Company in connection with such oﬀering, and the failure to enter into such an instrument at or prior to such time shall constitute a waiver of preemptive rights in respect of such oﬀering.",Representations and Warranties,Parties,Assignment
Law_Insider_morgan-stanley_investor-agreement-by-and-between-morgan-stanley-and-investor-dated-as-of-october-13-2008_Filed_17-10-2008_Contract.pdf,122,Any oﬀers and sales pursuant to this Article V in the context of a registered public oﬀering shall be also conditioned on reasonably acceptable representations and warranties of the Investor regarding its status as the type of oﬀeree to whom a private sale can be made concurrently with a registered oﬀering in compliance with applicable securities laws.,Representations and Warranties,Representations and Warranties,Representations and Warranties
Law_Insider_morgan-stanley_investor-agreement-by-and-between-morgan-stanley-and-investor-dated-as-of-october-13-2008_Filed_17-10-2008_Contract.pdf,123,"(b) If the Investor exercises its preemptive rights provided in Section 5.2(b), the closing of the purchase of the Covered Securities with respect to which such right has been exercised shall be conditioned on the consummation of the Private Placement giving rise to such preemptive purchase rights and shall take place simultaneously with the closing of the Private Placement or on such other date as the Company and the Investor shall agree in writing",Parties,General Provisions,Assignment
Law_Insider_morgan-stanley_investor-agreement-by-and-between-morgan-stanley-and-investor-dated-as-of-october-13-2008_Filed_17-10-2008_Contract.pdf,124,"provided that the actual amount of Covered Securities to be sold to the Investor pursuant to its exercise of preemptive rights hereunder shall be reduced if the aggregate amount of Covered Securities sold in the Private Placement is reduced and, at the option of the Investor (to be exercised by delivery of written notice to the Company within ﬁve business days of receipt of notice of such increase), shall be increased if such aggregate amount of Covered Securities sold in the Private Placement is increased.",Notices,Notices,Assignment
Law_Insider_morgan-stanley_investor-agreement-by-and-between-morgan-stanley-and-investor-dated-as-of-october-13-2008_Filed_17-10-2008_Contract.pdf,125,"In connection with its purchase of Designated Securities, Investor shall, if it continues to wish to exercise its preemptive rights with respect to such oﬀering, execute an agreement containing representations, warranties and agreements of Investor that are -11- substantially similar in all material respects to the agreements executed by other purchasers in such Private Placement.",Representations and Warranties,Representations and Warranties,Representations and Warranties
Law_Insider_morgan-stanley_investor-agreement-by-and-between-morgan-stanley-and-investor-dated-as-of-october-13-2008_Filed_17-10-2008_Contract.pdf,127,"The Company and the Investor shall cooperate in good faith to facilitate the exercise of the Investor’s preemptive rights hereunder, including securing any required approvals or consents, in a manner that does not jeopardize the timing, marketing, pricing or execution of any oﬀering of the Company’s securities.",Parties,General Provisions,Representations and Warranties
Law_Insider_morgan-stanley_investor-agreement-by-and-between-morgan-stanley-and-investor-dated-as-of-october-13-2008_Filed_17-10-2008_Contract.pdf,128,"In the event that within 60 days of the date hereof the Company proposes to oﬀer or sell securities in a single transaction or series of transactions for aggregate proceeds in excess of $500,000,000, the Company shall consult with Investor concerning such transaction or transactions prior to undertaking such transaction.",Parties,General Provisions,Representations and Warranties
Law_Insider_morgan-stanley_investor-agreement-by-and-between-morgan-stanley-and-investor-dated-as-of-october-13-2008_Filed_17-10-2008_Contract.pdf,130,"Notwithstanding the above, nothing set forth in this Article V shall confer upon the Investor the right to purchase any securities of the Company other than Designated Securities.",Parties,General Provisions,Assignment
Law_Insider_morgan-stanley_investor-agreement-by-and-between-morgan-stanley-and-investor-dated-as-of-october-13-2008_Filed_17-10-2008_Contract.pdf,131,Section 5.6 Termination of Preemptive Rights.,Term and Termination,Term and Termination,Severability
Law_Insider_morgan-stanley_investor-agreement-by-and-between-morgan-stanley-and-investor-dated-as-of-october-13-2008_Filed_17-10-2008_Contract.pdf,132,"Anything to the contrary in this Article V notwithstanding, the preemptive right to purchase Covered Securities granted by this Article V shall not be available for any oﬀering that commences at any time after the earlier of (i) the 30-month anniversary of the Closing Date or (ii) the date on which the Investor oﬀers, sells, pledges or otherwise transfers any of the Securities that it acquired on the Closing Date or the Common Stock issued upon conversion of any Securities, or Hedges its exposure to the Common Stock, except as contemplated by clause (i) or (ii) of the second sentence of Section 4.1(a), Section 4.1(e) and Section 4.1(f).",Assignment,Assignment,Assignment
Law_Insider_morgan-stanley_investor-agreement-by-and-between-morgan-stanley-and-investor-dated-as-of-october-13-2008_Filed_17-10-2008_Contract.pdf,133,The Investor shall immediately notify the Company if it engages in any of the transactions referred to in this Section 5.6.,Parties,Notices,Notices
Law_Insider_morgan-stanley_investor-agreement-by-and-between-morgan-stanley-and-investor-dated-as-of-october-13-2008_Filed_17-10-2008_Contract.pdf,134,ARTICLE VI [Reserved] ARTICLE VII EFFECTIVENESS AND TERMINATION Section 7.1 Termination.,Term and Termination,Term and Termination,Term and Termination
Law_Insider_morgan-stanley_investor-agreement-by-and-between-morgan-stanley-and-investor-dated-as-of-october-13-2008_Filed_17-10-2008_Contract.pdf,135,"Other than the termination provisions applicable to particular Sections of this Agreement that are speciﬁcally provided elsewhere in this Agreement, this Agreement shall terminate (a) upon the mutual written agreement of the Company and the Investor or (b) at such time as the Investor no longer Beneﬁcially Owns any Securities.",Term and Termination,Term and Termination,Term and Termination
Law_Insider_morgan-stanley_investor-agreement-by-and-between-morgan-stanley-and-investor-dated-as-of-october-13-2008_Filed_17-10-2008_Contract.pdf,136,ARTICLE VIII CONFIDENTIALITY Section 8.1 Company Proprietary Information.,Confidentiality,Confidentiality,Confidentiality
Law_Insider_morgan-stanley_investor-agreement-by-and-between-morgan-stanley-and-investor-dated-as-of-october-13-2008_Filed_17-10-2008_Contract.pdf,137,"(a) The Investor hereby agrees to, and to cause its employees, representatives and Controlled Aﬃliates to, and shall instruct its Aﬃliates that are not Controlled Aﬃliates to, keep conﬁdential the Company Proprietary Information and to utilize the Proprietary Information only for purposes related to the purpose for which such information was disclosed.",Parties,Confidentiality,Parties
Law_Insider_morgan-stanley_investor-agreement-by-and-between-morgan-stanley-and-investor-dated-as-of-october-13-2008_Filed_17-10-2008_Contract.pdf,138,"“Company Proprietary Information” shall mean any and all conﬁdential information of the Company, including without limitation non-public information relating to the Company’s ﬁnances and results, technology, trade secrets, know-how, -12- customers, business plans, marketing activities, ﬁnancial data and other business aﬀairs that is disclosed by the Company to the Investor Director, the Observer, the Investor (or its Aﬃliates and representatives) or is learned by the Investor Director or the Observer while acting in his or her capacity as such",Parties,Confidentiality,Representations and Warranties
Law_Insider_morgan-stanley_investor-agreement-by-and-between-morgan-stanley-and-investor-dated-as-of-october-13-2008_Filed_17-10-2008_Contract.pdf,139,"provided, however, that “Company Proprietary Information” does not include any information that: (i) is, or subsequently becomes, publicly available without breach of these conﬁdentiality provisions",Parties,Confidentiality,Limitation of Liability
Law_Insider_morgan-stanley_investor-agreement-by-and-between-morgan-stanley-and-investor-dated-as-of-october-13-2008_Filed_17-10-2008_Contract.pdf,140,"or (ii) is or becomes known or available to the Investor from a source other than the Company that, to the receiving party’s knowledge, is not prohibited from disclosing such Company Proprietary Information to the receiving party by a contractual, legal or ﬁduciary obligation owed by such other third party to the Company.",Parties,Parties,Representations and Warranties
Law_Insider_morgan-stanley_investor-agreement-by-and-between-morgan-stanley-and-investor-dated-as-of-october-13-2008_Filed_17-10-2008_Contract.pdf,141,"(b) In the event that the Investor or any of its Aﬃliates or representatives is requested pursuant to, or required by, applicable law, regulation or legal process to disclose any Company Proprietary Information, then before substantively responding to any such request or requirement, the Investor will provide the Company with prompt written notice of any such request or requirement so that the Company may seek a protective order or other appropriate remedy, or both, or waive compliance with the provisions of this Section 8.1 or other appropriate remedy, or if the Company so directs, the Investor will exercise its own reasonable best eﬀorts to assist the Company in obtaining a protective order or other appropriate remedy at the Company’s expense.",Parties,Confidentiality,Representations and Warranties
Law_Insider_morgan-stanley_investor-agreement-by-and-between-morgan-stanley-and-investor-dated-as-of-october-13-2008_Filed_17-10-2008_Contract.pdf,142,"If, failing the entry of a protective order or other appropriate remedy or the receipt of a waiver hereunder, disclosure of any Company Proprietary Information is, in the opinion of the Investor’s counsel, required, the Investor may furnish only that portion of the Company Proprietary Information which in the opinion of the Investor’s counsel is required to be so furnished pursuant to law, regulation or legal process.",Confidentiality,Confidentiality,Governing Law
Law_Insider_morgan-stanley_investor-agreement-by-and-between-morgan-stanley-and-investor-dated-as-of-october-13-2008_Filed_17-10-2008_Contract.pdf,143,"In any event, the Investor will cooperate fully with any action by the Company to obtain an appropriate protective order or other reliable assurance that conﬁdential treatment will be accorded the Company Proprietary Information.",Parties,Confidentiality,Representations and Warranties
Law_Insider_morgan-stanley_investor-agreement-by-and-between-morgan-stanley-and-investor-dated-as-of-october-13-2008_Filed_17-10-2008_Contract.pdf,144,Section 8.2 Investor Proprietary Information.,Confidentiality,Confidentiality,Representations and Warranties
Law_Insider_morgan-stanley_investor-agreement-by-and-between-morgan-stanley-and-investor-dated-as-of-october-13-2008_Filed_17-10-2008_Contract.pdf,145,"(a) The Company hereby agrees to, and to cause its employees, representatives and Controlled Aﬃliates to, and shall instruct its Aﬃliates that are not Controlled Aﬃliates to, keep conﬁdential the Investor Proprietary Information and to utilize the Investor Proprietary Information only for purposes related to the purpose for which such information was disclosed.",Parties,Confidentiality,Parties
Law_Insider_morgan-stanley_investor-agreement-by-and-between-morgan-stanley-and-investor-dated-as-of-october-13-2008_Filed_17-10-2008_Contract.pdf,146,"“Investor Proprietary Information” shall mean any and all conﬁdential information of the Investor, including without limitation non-public information relating to the Investor’s ﬁnances and results, technology, trade secrets, know-how, customers, business plans, marketing activities, ﬁnancial data and other business aﬀairs that is disclosed by the Investor to the Company (or its Aﬃliates and representatives) in connection with the Investor’s investment in the Company or the Strategic Alliance as deﬁned in the Purchase Agreement",Parties,Confidentiality,Representations and Warranties
Law_Insider_morgan-stanley_investor-agreement-by-and-between-morgan-stanley-and-investor-dated-as-of-october-13-2008_Filed_17-10-2008_Contract.pdf,147,"provided, however, that “Investor Proprietary Information” does not include any information that: (i) is, or subsequently becomes, publicly available without breach of these conﬁdentiality provisions",Confidentiality,Confidentiality,Confidentiality
Law_Insider_morgan-stanley_investor-agreement-by-and-between-morgan-stanley-and-investor-dated-as-of-october-13-2008_Filed_17-10-2008_Contract.pdf,148,"or (ii) is or becomes known or available to the Company from a source other than the Investor that, to the receiving party’s knowledge, is not prohibited from disclosing such Investor Proprietary Information to the receiving party by a contractual, legal or ﬁduciary obligation owed by such other third party to the Investor.",Parties,Parties,Representations and Warranties
Law_Insider_morgan-stanley_investor-agreement-by-and-between-morgan-stanley-and-investor-dated-as-of-october-13-2008_Filed_17-10-2008_Contract.pdf,149,"(b) In the event that the Company or any of its Aﬃliates or representatives is requested pursuant to, or required by, applicable law, regulation or legal process to disclose any Investor Proprietary Information, then before substantively responding to any such request or requirement, the Company will provide the Investor with prompt written notice of any such -13- request or requirement so that the Investor may seek a protective order or other appropriate remedy, or both, or waive compliance with the provisions of this Section 8.2 or other appropriate remedy, or if the Investor so directs, the Company will exercise its own reasonable best eﬀorts to assist the Investor in obtaining a protective order or other appropriate remedy at the Investor’s expense.",Parties,Confidentiality,Representations and Warranties
Law_Insider_morgan-stanley_investor-agreement-by-and-between-morgan-stanley-and-investor-dated-as-of-october-13-2008_Filed_17-10-2008_Contract.pdf,150,"If, failing the entry of a protective order or other appropriate remedy or the receipt of a waiver hereunder, disclosure of any Investor Proprietary Information is, in the opinion of the Company’s counsel, required, the Company may furnish only that portion of the Investor Proprietary Information which in the opinion of the Company’s counsel is required to be so furnished pursuant to law, regulation or legal process.",Confidentiality,Confidentiality,Governing Law
Law_Insider_morgan-stanley_investor-agreement-by-and-between-morgan-stanley-and-investor-dated-as-of-october-13-2008_Filed_17-10-2008_Contract.pdf,151,"In any event, the Company will cooperate fully with any action by the Investor to obtain an appropriate protective order or other reliable assurance that conﬁdential treatment will be accorded the Investor Proprietary Information.",Parties,Confidentiality,Representations and Warranties
Law_Insider_morgan-stanley_investor-agreement-by-and-between-morgan-stanley-and-investor-dated-as-of-october-13-2008_Filed_17-10-2008_Contract.pdf,152,ARTICLE IX MISCELLANEOUS Section 9.1 Successors and Assigns.,Assignment,Assignment,Parties
Law_Insider_morgan-stanley_investor-agreement-by-and-between-morgan-stanley-and-investor-dated-as-of-october-13-2008_Filed_17-10-2008_Contract.pdf,153,"Except as and to the extent set forth in Section 4.1(a), neither this Agreement nor any of the rights, interests or obligations hereunder shall be assigned by any of the parties hereto, in whole or in part (whether by operation of law or otherwise), without the prior written consent of each of the other parties.",Parties,Parties,Assignment
